0,0,1,0,3,2353.88,1,1,0,0,1,1,1,1,5908.72,23897.3,8960.39,1,1,1,1,0,0.103057,-1,0
2,0,1,2,2,1856.7,1,1,0,0,1,1,1,1,5899.25,23914.8,8951.41,1,1,1,1,0,0.116038,-1,0
2,0,1,2,2,1786.21,1,1,0,0,1,1,1,1,6371.17,24568.4,9201.34,1,1,1,1,0,0.118305,-1,0
3,0,1,3,3,2162.1,1,1,0,0,1,1,1,1,5893.64,23897.6,9010.96,1,1,1,1,0,0.107531,-1,0
3,0,1,3,3,2227.66,1,1,0,0,1,1,1,1,6351.92,24571,9161.39,1,1,1,1,0,0.105937,-1,0
3,0,1,3,2,1045.77,1,1,0,0,1,1,1,1,1001.09,23168.4,10048.9,1,1,1,1,0,0.154615,-1,0
4,0,1,4,3,2182.67,1,1,0,0,1,1,1,1,6361.82,24552.7,9184.39,1,1,1,1,0,0.107023,-1,0
4,0,1,4,2,1747.94,1,1,0,0,1,1,1,1,5898.92,23916.3,9043.12,1,1,1,1,0,0.119593,-1,0
4,0,1,4,2,1169.34,1,1,0,0,1,1,1,1,488.501,23692,9865.09,1,1,1,1,0,0.146218,-1,0
4,0,1,4,2,1613.16,1,1,0,0,1,1,1,1,690.767,24416.9,9652.75,1,1,1,1,0,0.124489,-1,0
5,0,1,5,3,2055.83,1,1,0,0,1,1,1,1,2272.59,22215.3,10169.5,1,1,1,1,0,0.110275,-1,0
5,0,1,5,2,1106.51,1,1,0,0,1,1,1,1,994.704,23181.3,10092.4,1,1,1,1,0,0.150312,-1,0
6,0,1,6,2,2168.1,1,1,0,0,1,1,1,1,5906.32,23910.2,8991.9,1,1,1,1,0,0.107382,-1,0
6,0,1,6,3,2492.99,1,1,0,0,1,1,1,1,687.985,24410.7,9700.29,1,1,1,1,0,0.100141,-1,0
8,0,1,8,2,1151.51,1,1,0,0,1,1,1,1,1547.42,20405.1,10264.4,1,1,1,1,0,0.147345,-1,0
9,0,1,9,2,854.484,1,1,0,0,1,1,1,1,1846.82,22967.7,9662.49,1,1,1,1,0,0.171048,-1,0
10,0,1,10,3,1448.53,1,1,0,0,1,1,1,1,1849.54,22963.5,9727.83,1,1,1,1,0,0.131373,-1,0
11,0,1,11,2,1471.84,1,1,0,0,1,1,1,1,7187.99,22982.3,9150.35,1,1,1,1,0,0.130329,-1,0
11,0,1,11,3,1111.41,1,1,0,0,1,1,1,1,1844.88,22971,9674.36,1,1,1,1,0,0.14998,-1,0
11,0,1,11,2,1260.2,1,1,0,0,1,1,1,1,1547.93,20405,10239.5,1,1,1,1,0,0.140848,-1,0
12,0,1,12,2,1426.72,1,1,0,0,1,1,1,1,7188.48,22995.8,9185.91,1,1,1,1,0,0.132373,-1,0
13,0,1,13,3,1277.35,1,1,0,0,1,1,1,1,2041.36,23241.5,10025.9,1,1,1,1,0,0.139899,-1,0
14,0,1,14,3,1184.93,1,1,0,0,1,1,1,1,2019.71,23246.8,9981.16,1,1,1,1,0,0.145252,-1,0
15,0,1,15,3,1375.01,1,1,0,0,1,1,1,1,2022.47,23255.6,9989.94,1,1,1,1,0,0.13484,-1,0
16,0,1,16,2,912.628,1,1,0,0,1,1,1,1,2029,23246.4,9976.82,1,1,1,1,0,0.16551,-1,0
16,0,1,16,2,1367.06,1,1,0,0,1,1,1,1,1526.51,24134,9818.23,1,1,1,1,0,0.135231,-1,0
17,0,1,17,2,1030.45,1,1,0,0,1,1,1,1,2013.53,23229.9,9998.16,1,1,1,1,0,0.15576,-1,0
18,0,1,18,2,1792.88,1,1,0,0,1,1,1,1,4003.54,25208.5,9221.14,1,1,1,1,0,0.118085,-1,0
18,0,1,18,3,2159.96,1,1,0,0,1,1,1,1,2969.24,21010.5,9754.5,1,1,1,1,0,0.107584,-1,0
19,0,1,19,2,1624.38,1,1,0,0,1,1,1,1,2984.12,21031,9752.57,1,1,1,1,0,0.124058,-1,0
20,0,1,20,3,2565.74,1,1,0,0,1,1,1,1,2612.44,25380.6,9414.67,1,1,1,1,0,0.0987106,-1,0
20,0,1,20,2,1803.73,1,1,0,0,1,1,1,1,2967.21,21026.9,9708.21,1,1,1,1,0,0.117729,-1,0
