0,0,1,0,2,1704.45,1,1,0,0,1,1,1,1,8352.05,39848.8,6735.66,1,1,1,1,0,0.121109,-1,0
0,0,1,0,2,936.049,1,1,0,0,1,1,1,1,9236.71,39881.8,7226.82,1,1,1,1,0,0.163426,-1,0
1,0,1,1,2,1717.41,1,1,0,0,1,1,1,1,8341.2,39845.7,6682.82,1,1,1,1,0,0.120651,-1,0
1,0,1,1,2,1283.95,1,1,0,0,1,1,1,1,9240.69,39889.9,7131.73,1,1,1,1,0,0.139539,-1,0
1,0,1,1,3,2408.22,1,1,0,0,1,1,1,1,5942.72,35294.1,9505.97,1,1,1,1,0,0.101888,-1,0
2,0,1,2,2,1824.72,1,1,0,0,1,1,1,1,8364,39838.4,6744.55,1,1,1,1,0,0.11705,-1,0
2,0,1,2,2,1817.35,1,1,0,0,1,1,1,1,6504.14,37978.4,7113.62,1,1,1,1,0,0.117287,-1,0
3,0,1,3,3,1498.12,1,1,0,0,1,1,1,1,9242.73,39870.3,7172.26,1,1,1,1,0,0.12918,-1,0
3,0,1,3,2,1747.22,1,1,0,0,1,1,1,1,6506.47,37970.1,7135.91,1,1,1,1,0,0.119618,-1,0
4,0,1,4,2,1825.05,1,1,0,0,1,1,1,1,6501.82,37949,7067.66,1,1,1,1,0,0.117039,-1,0
5,0,1,5,2,1692.22,1,1,0,0,1,1,1,1,9223.73,39882.5,7191.27,1,1,1,1,0,0.121546,-1,0
5,0,1,5,2,1751.51,1,1,0,0,1,1,1,1,6502.04,37969.6,7117.04,1,1,1,1,0,0.119471,-1,0
5,0,1,5,2,1760.57,1,1,0,0,1,1,1,1,9121.43,40103.6,8828.58,1,1,1,1,0,0.119164,-1,0
6,0,1,6,2,504.992,1,1,0,0,1,1,1,1,7133.94,35489.5,4806.7,1,1,1,1,0,0.222499,-1,0
6,0,1,6,3,1916.76,1,1,0,0,1,1,1,1,9238.84,39870.3,7209.3,1,1,1,1,0,0.114205,-1,0
6,0,1,6,3,1822.57,1,1,0,0,1,1,1,1,6492.67,37967.5,7094.04,1,1,1,1,0,0.117119,-1,0
8,0,1,8,2,725.342,1,1,0,0,1,1,1,1,7114.77,35499.9,4800.98,1,1,1,1,0,0.185652,-1,0
8,0,1,8,2,1254.87,1,1,0,0,1,1,1,1,9215.38,39879.8,7136.63,1,1,1,1,0,0.141147,-1,0
8,0,1,8,2,2051.19,1,1,0,0,1,1,1,1,3378.07,40881.2,8954.81,1,1,1,1,0,0.110399,-1,0
9,0,1,9,2,697.485,1,1,0,0,1,1,1,1,7124.31,35509.7,4836.71,1,1,1,1,0,0.189323,-1,0
9,0,1,9,2,1174.09,1,1,0,0,1,1,1,1,9239.76,39888.3,7171.07,1,1,1,1,0,0.145922,-1,0
9,0,1,9,2,1615.16,1,1,0,0,1,1,1,1,6491.18,37970.8,7153.29,1,1,1,1,0,0.124412,-1,0
9,0,1,9,2,1253.05,1,1,0,0,1,1,1,1,4661.67,41174.5,7780.92,1,1,1,1,0,0.141249,-1,0
11,0,1,11,3,1918.77,1,1,0,0,1,1,1,1,8619.96,38885.3,6229.4,1,1,1,1,0,0.114145,-1,0
11,0,1,11,2,1425.81,1,1,0,0,1,1,1,1,9268.04,39854.2,7238.47,1,1,1,1,0,0.132416,-1,0
11,0,1,11,2,1886.26,1,1,0,0,1,1,1,1,6513.66,37976.6,7149.15,1,1,1,1,0,0.115125,-1,0
11,0,1,11,2,1699.8,1,1,0,0,1,1,1,1,4659.6,41216.1,7819.08,1,1,1,1,0,0.121275,-1,0
12,0,1,12,2,1482.26,1,1,0,0,1,1,1,1,8628.99,38892.8,6244.72,1,1,1,1,0,0.12987,-1,0
12,0,1,12,2,1778.15,1,1,0,0,1,1,1,1,6494.43,37967.2,7121.54,1,1,1,1,0,0.118573,-1,0
12,0,1,12,2,1567.16,1,1,0,0,1,1,1,1,4669.25,41192.7,7816.06,1,1,1,1,0,0.126303,-1,0
13,0,1,13,3,1712.44,1,1,0,0,1,1,1,1,8620.26,38881.8,6288.49,1,1,1,1,0,0.120827,-1,0
13,0,1,13,3,1836.86,1,1,0,0,1,1,1,1,6520.98,37973.1,7139.69,1,1,1,1,0,0.116663,-1,0
13,0,1,13,2,1605.7,1,1,0,0,1,1,1,1,2691.15,38107.4,6015.86,1,1,1,1,0,0.124778,-1,0
14,0,1,14,2,1393.01,1,1,0,0,1,1,1,1,8635.86,38874.7,6330.63,1,1,1,1,0,0.133965,-1,0
14,0,1,14,2,1850.27,1,1,0,0,1,1,1,1,6491.33,37960.2,7145.14,1,1,1,1,0,0.116239,-1,0
14,0,1,14,2,1789.59,1,1,0,0,1,1,1,1,2691.95,38108.3,6061.31,1,1,1,1,0,0.118193,-1,0
15,0,1,15,3,1071.55,1,1,0,0,1,1,1,1,7255.66,34844.8,4878.89,1,1,1,1,0,0.152744,-1,0
15,0,1,15,3,1993.61,1,1,0,0,1,1,1,1,8624.6,38884.4,6267.3,1,1,1,1,0,0.111982,-1,0
15,0,1,15,2,1887.85,1,1,0,0,1,1,1,1,6486.79,37979.6,7112.61,1,1,1,1,0,0.115076,-1,0
15,0,1,15,2,1573.7,1,1,0,0,1,1,1,1,2681.04,38096.6,6115.04,1,1,1,1,0,0.12604,-1,0
15,0,1,15,2,1490.37,1,1,0,0,1,1,1,1,6781.97,36840.6,9741.9,1,1,1,1,0,0.129516,-1,0
16,0,1,16,2,839.37,1,1,0,0,1,1,1,1,7250.05,34849.6,4891.85,1,1,1,1,0,0.172581,-1,0
16,0,1,16,2,1673.69,1,1,0,0,1,1,1,1,6499.15,37960.8,7115.47,1,1,1,1,0,0.122217,-1,0
16,0,1,16,2,1566.33,1,1,0,0,1,1,1,1,2697.44,38106.8,6103.69,1,1,1,1,0,0.126336,-1,0
16,0,1,16,2,1386.18,1,1,0,0,1,1,1,1,6772.08,36831.5,9825.28,1,1,1,1,0,0.134295,-1,0
17,0,1,17,2,883.825,1,1,0,0,1,1,1,1,7238.62,34852.5,4879.37,1,1,1,1,0,0.168185,-1,0
17,0,1,17,2,2003.93,1,1,0,0,1,1,1,1,6505.33,37969.2,7057.25,1,1,1,1,0,0.111694,-1,0
17,0,1,17,3,2006.17,1,1,0,0,1,1,1,1,2696.27,38110.8,6125.8,1,1,1,1,0,0.111631,-1,0
17,0,1,17,2,1677.23,1,1,0,0,1,1,1,1,6784.35,36842.7,9817.29,1,1,1,1,0,0.122088,-1,0
18,0,1,18,2,845.468,1,1,0,0,1,1,1,1,7254.67,34849.3,4862.37,1,1,1,1,0,0.171958,-1,0
18,0,1,18,2,1807.6,1,1,0,0,1,1,1,1,6492.91,37960.9,7114.73,1,1,1,1,0,0.117603,-1,0
18,0,1,18,3,1869.8,1,1,0,0,1,1,1,1,2704.28,38100.4,6117.1,1,1,1,1,0,0.115631,-1,0
18,0,1,18,2,1601.93,1,1,0,0,1,1,1,1,6772.66,36837.3,9808.76,1,1,1,1,0,0.124925,-1,0
19,0,1,19,3,1194.18,1,1,0,0,1,1,1,1,7252.97,34840.8,4880.57,1,1,1,1,0,0.144689,-1,0
19,0,1,19,2,1886.78,1,1,0,0,1,1,1,1,6500.8,37967.5,7083.87,1,1,1,1,0,0.115109,-1,0
19,0,1,19,2,1537.98,1,1,0,0,1,1,1,1,2693.98,38104.4,6018.94,1,1,1,1,0,0.127495,-1,0
19,0,1,19,2,2109.29,1,1,0,0,1,1,1,1,5951.17,35304.2,9527.26,1,1,1,1,0,0.108869,-1,0
19,0,1,19,2,1401.72,1,1,0,0,1,1,1,1,6769.99,36825.9,9740.34,1,1,1,1,0,0.133549,-1,0
20,0,1,20,3,1118.15,1,1,0,0,1,1,1,1,7245.56,34839.6,4843.81,1,1,1,1,0,0.149527,-1,0
20,0,1,20,2,1638.4,1,1,0,0,1,1,1,1,6500.78,37967.5,7122.06,1,1,1,1,0,0.123527,-1,0
20,0,1,20,2,1436.41,1,1,0,0,1,1,1,1,2706.74,38103.1,6143.22,1,1,1,1,0,0.131926,-1,0
20,0,1,20,2,804.372,1,1,0,0,1,1,1,1,7808.11,36101.5,10192.7,1,1,1,1,0,0.176296,-1,0
20,0,1,20,2,1367.67,1,1,0,0,1,1,1,1,6760.31,36831.5,9796.48,1,1,1,1,0,0.135201,-1,0
20,0,1,20,3,2557.41,1,1,0,0,1,1,1,1,3286.86,41013.9,9017.58,1,1,1,1,0,0.0988711,-1,0
21,0,1,21,2,973.719,1,1,0,0,1,1,1,1,7239.72,34851.8,4901.89,1,1,1,1,0,0.160233,-1,0
21,0,1,21,2,1440.49,1,1,0,0,1,1,1,1,6251.81,38716,6186.21,1,1,1,1,0,0.131739,-1,0
21,0,1,21,2,1849.28,1,1,0,0,1,1,1,1,6475.87,37977.4,7138.67,1,1,1,1,0,0.11627,-1,0
21,0,1,21,2,1507.85,1,1,0,0,1,1,1,1,2698.94,38103.5,6061.71,1,1,1,1,0,0.128763,-1,0
21,0,1,21,2,1563.29,1,1,0,0,1,1,1,1,3499.55,40548.8,7075.85,1,1,1,1,0,0.126459,-1,0
21,0,1,21,2,1026.97,1,1,0,0,1,1,1,1,7822.92,36094.2,10187.7,1,1,1,1,0,0.156024,-1,0
21,0,1,21,2,1453.57,1,1,0,0,1,1,1,1,6767.91,36837,9748.29,1,1,1,1,0,0.131145,-1,0
21,0,1,21,3,2469.1,1,1,0,0,1,1,1,1,3284.53,41013,9018.1,1,1,1,1,0,0.100624,-1,0
21,0,1,21,2,1834.64,1,1,0,0,1,1,1,1,5548.7,41540.9,10198,1,1,1,1,0,0.116733,-1,0
22,0,1,22,3,1266.06,1,1,0,0,1,1,1,1,7247.01,34851.4,4855.27,1,1,1,1,0,0.140521,-1,0
