image-ID,cycle,z-step,frame,accum,photon-count,photon-count11,photon-count12,photon-count21,photon-count22,psfx,psfy,psfz,psf-photon-count,x,y,z,amp,background11,background12,background21,background22,chisq,particle-ID,vis-probe
5887,58,1,87,2,785.301,1,1,0,0,1,1,1,1,8156.13,41688.7,12171.9,1,1,1,1,0,0.178423,-1,0
5888,58,1,88,2,1382.69,1,1,0,0,1,1,1,1,6045.92,34666.6,10471.7,1,1,1,1,0,0.134465,-1,0
5888,58,1,88,3,1221.42,1,1,0,0,1,1,1,1,8127.69,41668.2,12106.7,1,1,1,1,0,0.143066,-1,0
5889,58,1,89,2,1472.44,1,1,0,0,1,1,1,1,6048.33,34668.9,10520.6,1,1,1,1,0,0.130302,-1,0
5891,58,1,91,2,1662.5,1,1,0,0,1,1,1,1,9561.92,38597.4,11574.1,1,1,1,1,0,0.122628,-1,0
5896,58,1,96,3,1750.8,1,1,0,0,1,1,1,1,7988.23,38341.5,11643.5,1,1,1,1,0,0.119496,-1,0
5897,58,1,97,2,1158.43,1,1,0,0,1,1,1,1,8000.24,38355,11741.2,1,1,1,1,0,0.146904,-1,0
5898,58,1,98,2,1188.27,1,1,0,0,1,1,1,1,7997.63,35040.7,10547.1,1,1,1,1,0,0.145048,-1,0
5898,58,1,98,3,1923.41,1,1,0,0,1,1,1,1,7984.99,38334.5,11667.4,1,1,1,1,0,0.114008,-1,0
5899,58,1,99,2,1175.06,1,1,0,0,1,1,1,1,8002.46,38345.1,11809.2,1,1,1,1,0,0.145861,-1,0
5899,58,1,99,2,937.315,1,1,0,0,1,1,1,1,6113.07,39763.4,11897.6,1,1,1,1,0,0.163315,-1,0
5904,59,1,4,2,1257.93,1,1,0,0,1,1,1,1,7358.41,39667.7,11794.1,1,1,1,1,0,0.140975,-1,0
5907,59,1,7,2,1340.02,1,1,0,0,1,1,1,1,9333.1,38939.7,11527.7,1,1,1,1,0,0.136589,-1,0
5908,59,1,8,2,1403.42,1,1,0,0,1,1,1,1,9311.6,38911.6,11478.4,1,1,1,1,0,0.133468,-1,0
5908,59,1,8,2,973.758,1,1,0,0,1,1,1,1,8592.54,37784.6,11444.9,1,1,1,1,0,0.16023,-1,0
5910,59,1,10,2,1195.14,1,1,0,0,1,1,1,1,9308.66,38941.1,11448.9,1,1,1,1,0,0.144631,-1,0
5911,59,1,11,2,1179.88,1,1,0,0,1,1,1,1,9308.09,38942.4,11500.5,1,1,1,1,0,0.145563,-1,0
5914,59,1,14,2,1099.05,1,1,0,0,1,1,1,1,7537.01,39591.2,12007.9,1,1,1,1,0,0.150821,-1,0
5915,59,1,15,2,1269.77,1,1,0,0,1,1,1,1,7525.8,39571.3,11949.2,1,1,1,1,0,0.140316,-1,0
5915,59,1,15,2,1150.91,1,1,0,0,1,1,1,1,4317.97,40025.3,11658.1,1,1,1,1,0,0.147384,-1,0
5916,59,1,16,2,1205.36,1,1,0,0,1,1,1,1,4326.46,40014.1,11728.2,1,1,1,1,0,0.144016,-1,0
5925,59,1,25,3,1395.13,1,1,0,0,1,1,1,1,8065.9,36617.2,11041.6,1,1,1,1,0,0.133864,-1,0
5926,59,1,26,2,1364.53,1,1,0,0,1,1,1,1,7610.34,34450.9,10287,1,1,1,1,0,0.135356,-1,0
5927,59,1,27,2,1849,1,1,0,0,1,1,1,1,7591.94,34449.1,10259.2,1,1,1,1,0,0.116279,-1,0
5927,59,1,27,2,1474.9,1,1,0,0,1,1,1,1,8732.18,35910.8,10795.6,1,1,1,1,0,0.130193,-1,0
5928,59,1,28,3,1749.72,1,1,0,0,1,1,1,1,8713.01,35902.7,10769.5,1,1,1,1,0,0.119532,-1,0
5928,59,1,28,2,1669.04,1,1,0,0,1,1,1,1,7597.84,34447.2,10341.3,1,1,1,1,0,0.122387,-1,0
5929,59,1,29,2,1147.23,1,1,0,0,1,1,1,1,8001.06,34225.4,10383.3,1,1,1,1,0,0.14762,-1,0
5929,59,1,29,2,1409.5,1,1,0,0,1,1,1,1,8730.3,35907.9,10821.3,1,1,1,1,0,0.133179,-1,0
5930,59,1,30,2,1190.58,1,1,0,0,1,1,1,1,9264.2,37481.6,11178.3,1,1,1,1,0,0.144907,-1,0
5931,59,1,31,3,1513.14,1,1,0,0,1,1,1,1,5801.84,36346.3,10717.6,1,1,1,1,0,0.128538,-1,0
5932,59,1,32,2,1253.45,1,1,0,0,1,1,1,1,9269.54,37480,11144.6,1,1,1,1,0,0.141226,-1,0
5932,59,1,32,2,750.849,1,1,0,0,1,1,1,1,8230.82,37579.2,11185.2,1,1,1,1,0,0.182471,-1,0
5932,59,1,32,2,1060.3,1,1,0,0,1,1,1,1,5802.35,36349.2,10775,1,1,1,1,0,0.153552,-1,0
5932,59,1,32,2,1026.84,1,1,0,0,1,1,1,1,5421.81,40683.5,11662.1,1,1,1,1,0,0.156033,-1,0
5933,59,1,33,2,1210.83,1,1,0,0,1,1,1,1,8373.5,39831.4,11671.1,1,1,1,1,0,0.143691,-1,0
5933,59,1,33,2,1261.61,1,1,0,0,1,1,1,1,5803.16,36355.2,10748.7,1,1,1,1,0,0.140769,-1,0
5935,59,1,35,2,939.699,1,1,0,0,1,1,1,1,6206.58,37787.9,11396.8,1,1,1,1,0,0.163108,-1,0
5936,59,1,36,2,687.322,1,1,0,0,1,1,1,1,6230.08,37802.7,11539,1,1,1,1,0,0.190717,-1,0
5937,59,1,37,2,735.583,1,1,0,0,1,1,1,1,6245.31,37812.3,11539.5,1,1,1,1,0,0.184355,-1,0
5939,59,1,39,3,1363.34,1,1,0,0,1,1,1,1,7929.2,41622,11942.6,1,1,1,1,0,0.135415,-1,0
5941,59,1,41,2,1269.49,1,1,0,0,1,1,1,1,5278.28,36764.8,11216.9,1,1,1,1,0,0.140332,-1,0
5941,59,1,41,2,1108.8,1,1,0,0,1,1,1,1,4412.43,40060.1,11800.4,1,1,1,1,0,0.150156,-1,0
5942,59,1,42,2,917.675,1,1,0,0,1,1,1,1,8563.52,37451.4,11127.5,1,1,1,1,0,0.165054,-1,0
5943,59,1,43,2,1044.57,1,1,0,0,1,1,1,1,8558.74,37428.3,11185.8,1,1,1,1,0,0.154704,-1,0
5944,59,1,44,2,1072.44,1,1,0,0,1,1,1,1,8560.74,37455,11161.2,1,1,1,1,0,0.152681,-1,0
5945,59,1,45,2,1096.13,1,1,0,0,1,1,1,1,8428.49,38649,11720.8,1,1,1,1,0,0.151022,-1,0
5946,59,1,46,2,1716.62,1,1,0,0,1,1,1,1,8639.11,35640.3,10781.7,1,1,1,1,0,0.120679,-1,0
5946,59,1,46,2,973.918,1,1,0,0,1,1,1,1,8405.76,38631.8,11693.8,1,1,1,1,0,0.160217,-1,0
5947,59,1,47,2,1683.78,1,1,0,0,1,1,1,1,8626.51,35634.5,10817,1,1,1,1,0,0.121851,-1,0
5947,59,1,47,2,975.621,1,1,0,0,1,1,1,1,9507.81,38054.4,11539.1,1,1,1,1,0,0.160077,-1,0
5947,59,1,47,2,1301.59,1,1,0,0,1,1,1,1,6189.53,34854.5,10522.9,1,1,1,1,0,0.13859,-1,0
5947,59,1,47,2,1189.12,1,1,0,0,1,1,1,1,8410.48,38645.6,11693.8,1,1,1,1,0,0.144996,-1,0
5947,59,1,47,2,896.529,1,1,0,0,1,1,1,1,7374.03,40578.2,11961,1,1,1,1,0,0.166989,-1,0
5948,59,1,48,2,1516.26,1,1,0,0,1,1,1,1,8650.43,35644.1,10807.7,1,1,1,1,0,0.128405,-1,0
5948,59,1,48,2,1034.97,1,1,0,0,1,1,1,1,9506.75,38039.9,11573.9,1,1,1,1,0,0.15542,-1,0
5948,59,1,48,3,2703.63,1,1,0,0,1,1,1,1,6163.24,34862.4,10460,1,1,1,1,0,0.0961605,-1,0
5949,59,1,49,2,1441.18,1,1,0,0,1,1,1,1,8638.3,35641.3,10804.7,1,1,1,1,0,0.131708,-1,0
5949,59,1,49,3,1319.76,1,1,0,0,1,1,1,1,9494.75,38042.4,11421.9,1,1,1,1,0,0.137633,-1,0
5949,59,1,49,2,1285.49,1,1,0,0,1,1,1,1,7910.17,38369.4,11716.6,1,1,1,1,0,0.139455,-1,0
5950,59,1,50,2,1559.1,1,1,0,0,1,1,1,1,8651.99,35640.7,10783,1,1,1,1,0,0.126629,-1,0
5950,59,1,50,2,993.58,1,1,0,0,1,1,1,1,9519.65,38052.1,11546.5,1,1,1,1,0,0.158624,-1,0
5950,59,1,50,2,1162.92,1,1,0,0,1,1,1,1,7892.92,38356.1,11739.1,1,1,1,1,0,0.146621,-1,0
5950,59,1,50,2,660.018,1,1,0,0,1,1,1,1,5347.25,38800.8,11908.3,1,1,1,1,0,0.194622,-1,0
5951,59,1,51,3,1533.56,1,1,0,0,1,1,1,1,9489.41,38030.5,11431.5,1,1,1,1,0,0.127679,-1,0
5952,59,1,52,3,1568.32,1,1,0,0,1,1,1,1,9491.78,38035.6,11407.2,1,1,1,1,0,0.126256,-1,0
5953,59,1,53,2,1003.44,1,1,0,0,1,1,1,1,9503.63,38053.2,11447,1,1,1,1,0,0.157843,-1,0
5954,59,1,54,2,1047.48,1,1,0,0,1,1,1,1,9525.2,38033.8,11526.4,1,1,1,1,0,0.154489,-1,0
5955,59,1,55,3,1447.57,1,1,0,0,1,1,1,1,9500.25,38039.4,11378.8,1,1,1,1,0,0.131416,-1,0
5956,59,1,56,2,996.633,1,1,0,0,1,1,1,1,9490.18,38036.8,11397,1,1,1,1,0,0.158381,-1,0
5959,59,1,59,2,1838.56,1,1,0,0,1,1,1,1,8463.42,35564.3,10688.9,1,1,1,1,0,0.116609,-1,0
5960,59,1,60,2,1885.83,1,1,0,0,1,1,1,1,8451.65,35560.3,10657.3,1,1,1,1,0,0.115138,-1,0
5961,59,1,61,2,1617.7,1,1,0,0,1,1,1,1,8464.8,35570.9,10710.4,1,1,1,1,0,0.124314,-1,0
5964,59,1,64,2,775.552,1,1,0,0,1,1,1,1,10725.5,39702.9,11509.5,1,1,1,1,0,0.179541,-1,0
5967,59,1,67,2,1040.58,1,1,0,0,1,1,1,1,7809.9,35396.8,10534.9,1,1,1,1,0,0.155,-1,0
5968,59,1,68,2,826.374,1,1,0,0,1,1,1,1,7796.26,35410.2,10579.5,1,1,1,1,0,0.173933,-1,0
5969,59,1,69,2,680.852,1,1,0,0,1,1,1,1,8601.87,35983.3,10389.2,1,1,1,1,0,0.191621,-1,0
5969,59,1,69,2,963.387,1,1,0,0,1,1,1,1,7822.44,39942.9,11759.7,1,1,1,1,0,0.16109,-1,0
5969,59,1,69,2,678.752,1,1,0,0,1,1,1,1,6845.98,37779.5,11550.6,1,1,1,1,0,0.191917,-1,0
5970,59,1,70,2,658.607,1,1,0,0,1,1,1,1,8594.45,35972.9,10354,1,1,1,1,0,0.19483,-1,0
5971,59,1,71,3,1069.52,1,1,0,0,1,1,1,1,8586.37,35956.9,10319.4,1,1,1,1,0,0.152889,-1,0
5971,59,1,71,2,645.017,1,1,0,0,1,1,1,1,6097.79,41584.4,12004.9,1,1,1,1,0,0.196872,-1,0
5972,59,1,72,2,889.563,1,1,0,0,1,1,1,1,5594.88,36653.6,11198.6,1,1,1,1,0,0.167642,-1,0
5974,59,1,74,2,745.309,1,1,0,0,1,1,1,1,8606.28,35962.6,10405.3,1,1,1,1,0,0.183148,-1,0
5980,59,1,80,2,1144.88,1,1,0,0,1,1,1,1,7404.34,38347.6,11601.6,1,1,1,1,0,0.147772,-1,0
5981,59,1,81,2,1264.5,1,1,0,0,1,1,1,1,8002.6,34582.2,10397.8,1,1,1,1,0,0.140608,-1,0
5981,59,1,81,2,1105.31,1,1,0,0,1,1,1,1,8010.46,37282.8,10827.7,1,1,1,1,0,0.150393,-1,0
5982,59,1,82,2,1002.37,1,1,0,0,1,1,1,1,8002.25,34580.9,10340.2,1,1,1,1,0,0.157927,-1,0
5982,59,1,82,2,1096.93,1,1,0,0,1,1,1,1,8002.74,37268.9,10817.9,1,1,1,1,0,0.150967,-1,0
5983,59,1,83,2,1433.38,1,1,0,0,1,1,1,1,8001.74,34597.1,10341.8,1,1,1,1,0,0.132065,-1,0
5983,59,1,83,2,1115.84,1,1,0,0,1,1,1,1,8018.27,37272.9,10928.3,1,1,1,1,0,0.149682,-1,0
5983,59,1,83,2,998.664,1,1,0,0,1,1,1,1,8732.41,38668.8,11466.6,1,1,1,1,0,0.15822,-1,0
5983,59,1,83,2,807.164,1,1,0,0,1,1,1,1,5952.88,39868.2,11858.9,1,1,1,1,0,0.17599,-1,0
5984,59,1,84,2,1326.4,1,1,0,0,1,1,1,1,7993.46,34575.8,10287.4,1,1,1,1,0,0.137288,-1,0
5984,59,1,84,2,1010.83,1,1,0,0,1,1,1,1,8025.66,37269.5,10889.4,1,1,1,1,0,0.157264,-1,0
5984,59,1,84,2,1016.02,1,1,0,0,1,1,1,1,8733.82,38675.4,11463,1,1,1,1,0,0.156862,-1,0
5985,59,1,85,2,1023.85,1,1,0,0,1,1,1,1,8720.12,38671.1,11507.6,1,1,1,1,0,0.156262,-1,0
5993,59,1,93,2,660.035,1,1,0,0,1,1,1,1,7555.51,40885.1,11982.8,1,1,1,1,0,0.19462,-1,0
5995,59,1,95,2,553.141,1,1,0,0,1,1,1,1,7549.85,40858.7,11906.9,1,1,1,1,0,0.212595,-1,0
5995,59,1,95,2,650.463,1,1,0,0,1,1,1,1,5259.62,40638.8,11756.4,1,1,1,1,0,0.196046,-1,0
5996,59,1,96,2,679.091,1,1,0,0,1,1,1,1,7727.84,41501,12130.7,1,1,1,1,0,0.19187,-1,0
5996,59,1,96,2,626.613,1,1,0,0,1,1,1,1,5247.23,40645,11772.6,1,1,1,1,0,0.199742,-1,0
5997,59,1,97,2,869.445,1,1,0,0,1,1,1,1,7550.88,40834.7,12038.2,1,1,1,1,0,0.16957,-1,0
5998,59,1,98,3,1494.19,1,1,0,0,1,1,1,1,7550.11,34635.1,10261.3,1,1,1,1,0,0.12935,-1,0
5998,59,1,98,2,886.971,1,1,0,0,1,1,1,1,6961.8,40969.2,11991.8,1,1,1,1,0,0.167886,-1,0
5999,59,1,99,2,1146.61,1,1,0,0,1,1,1,1,7559.72,34648.6,10234.4,1,1,1,1,0,0.147659,-1,0
5999,59,1,99,2,561.302,1,1,0,0,1,1,1,1,8699.34,40782.9,11833.9,1,1,1,1,0,0.211043,-1,0
5999,59,1,99,2,1121.61,1,1,0,0,1,1,1,1,6980.6,40980.1,11996.5,1,1,1,1,0,0.149296,-1,0
6001,60,1,1,2,891.194,1,1,0,0,1,1,1,1,6851.51,35177.7,10466.8,1,1,1,1,0,0.167488,-1,0
6001,60,1,1,2,1033.82,1,1,0,0,1,1,1,1,5761.84,36636.6,10669.1,1,1,1,1,0,0.155506,-1,0
6001,60,1,1,2,982.409,1,1,0,0,1,1,1,1,6990.5,40988.1,12051.7,1,1,1,1,0,0.159523,-1,0
6002,60,1,2,2,1124.51,1,1,0,0,1,1,1,1,5018.5,36774,11097,1,1,1,1,0,0.149103,-1,0
6002,60,1,2,2,961.739,1,1,0,0,1,1,1,1,6989.45,40976.2,12086.3,1,1,1,1,0,0.161228,-1,0
6003,60,1,3,2,906.79,1,1,0,0,1,1,1,1,6986.48,40974.5,12048.2,1,1,1,1,0,0.166041,-1,0
6004,60,1,4,3,1480.97,1,1,0,0,1,1,1,1,5748.9,36446.2,10586.5,1,1,1,1,0,0.129926,-1,0
6005,60,1,5,2,1243.39,1,1,0,0,1,1,1,1,5729.36,36421.3,10536.5,1,1,1,1,0,0.141797,-1,0
6007,60,1,7,2,1207.82,1,1,0,0,1,1,1,1,8091.73,38442.6,11561.7,1,1,1,1,0,0.14387,-1,0
6007,60,1,7,2,1150.96,1,1,0,0,1,1,1,1,4213.64,36485.2,10698.2,1,1,1,1,0,0.147381,-1,0
6008,60,1,8,2,1194.15,1,1,0,0,1,1,1,1,8093.78,38441.2,11637.2,1,1,1,1,0,0.144691,-1,0
6008,60,1,8,2,1241.44,1,1,0,0,1,1,1,1,4178.42,36494.8,10678.8,1,1,1,1,0,0.141908,-1,0
6016,60,1,16,2,1061.58,1,1,0,0,1,1,1,1,8689.7,37155.7,11259.9,1,1,1,1,0,0.15346,-1,0
6018,60,1,18,2,1105.39,1,1,0,0,1,1,1,1,8711.3,37181.5,11202.3,1,1,1,1,0,0.150388,-1,0
6020,60,1,20,2,1169.4,1,1,0,0,1,1,1,1,8713.41,37176.5,11192.2,1,1,1,1,0,0.146214,-1,0
6021,60,1,21,2,1115.67,1,1,0,0,1,1,1,1,10176.1,38547.2,11307.2,1,1,1,1,0,0.149693,-1,0
6022,60,1,22,2,984.343,1,1,0,0,1,1,1,1,10176.9,38551.8,11329.2,1,1,1,1,0,0.159366,-1,0
6023,60,1,23,2,560.336,1,1,0,0,1,1,1,1,8668.88,40793.5,11899.7,1,1,1,1,0,0.211225,-1,0
6025,60,1,25,2,811.198,1,1,0,0,1,1,1,1,7723.07,38286.9,11652.1,1,1,1,1,0,0.175552,-1,0
6025,60,1,25,2,880.167,1,1,0,0,1,1,1,1,4050.96,38033.8,11234.9,1,1,1,1,0,0.168534,-1,0
6035,60,1,35,2,826.233,1,1,0,0,1,1,1,1,7243.78,36886.6,11168.8,1,1,1,1,0,0.173948,-1,0
6037,60,1,37,2,852.092,1,1,0,0,1,1,1,1,7356.96,39677.8,11751.6,1,1,1,1,0,0.171288,-1,0
6038,60,1,38,2,698.063,1,1,0,0,1,1,1,1,7122.9,41495,11914.9,1,1,1,1,0,0.189244,-1,0
6039,60,1,39,2,824.715,1,1,0,0,1,1,1,1,7340.69,39659.7,11734,1,1,1,1,0,0.174108,-1,0
6039,60,1,39,2,894.651,1,1,0,0,1,1,1,1,7108.8,41481.4,11871,1,1,1,1,0,0.167164,-1,0
6040,60,1,40,2,858.844,1,1,0,0,1,1,1,1,7351.73,39664.8,11780.1,1,1,1,1,0,0.170613,-1,0
6040,60,1,40,2,776.88,1,1,0,0,1,1,1,1,7103.14,41473.8,11865,1,1,1,1,0,0.179388,-1,0
6041,60,1,41,2,746.847,1,1,0,0,1,1,1,1,6829.57,37755,11485.1,1,1,1,1,0,0.182959,-1,0
6041,60,1,41,2,803.297,1,1,0,0,1,1,1,1,7348.72,39672.4,11790.4,1,1,1,1,0,0.176414,-1,0
6042,60,1,42,2,1028.43,1,1,0,0,1,1,1,1,7337.94,39654.5,11785.2,1,1,1,1,0,0.155913,-1,0
6054,60,1,54,2,780.66,1,1,0,0,1,1,1,1,5339.77,38852.8,11823.8,1,1,1,1,0,0.178953,-1,0
6058,60,1,58,2,945.191,1,1,0,0,1,1,1,1,7635.4,35019.9,10477,1,1,1,1,0,0.162634,-1,0
6059,60,1,59,2,860.139,1,1,0,0,1,1,1,1,9137.78,37429.3,11133.2,1,1,1,1,0,0.170485,-1,0
6059,60,1,59,2,817.132,1,1,0,0,1,1,1,1,4277.81,39950,11729.1,1,1,1,1,0,0.174914,-1,0
6060,60,1,60,2,1136.57,1,1,0,0,1,1,1,1,9779.98,38861.7,11434.6,1,1,1,1,0,0.148311,-1,0
6060,60,1,60,2,796.393,1,1,0,0,1,1,1,1,4288.13,39943.3,11729,1,1,1,1,0,0.177177,-1,0
6061,60,1,61,2,1002.7,1,1,0,0,1,1,1,1,9122.97,37426.7,11165.9,1,1,1,1,0,0.157901,-1,0
6061,60,1,61,2,743.477,1,1,0,0,1,1,1,1,4292.97,39964.2,11699.6,1,1,1,1,0,0.183373,-1,0
6062,60,1,62,2,1066.8,1,1,0,0,1,1,1,1,3992.88,35827.6,10784,1,1,1,1,0,0.153084,-1,0
6062,60,1,62,2,823.746,1,1,0,0,1,1,1,1,4292.5,39939.3,11708.2,1,1,1,1,0,0.17421,-1,0
6065,60,1,65,2,884.123,1,1,0,0,1,1,1,1,5317.7,35575.9,10780,1,1,1,1,0,0.168156,-1,0
6066,60,1,66,2,974.636,1,1,0,0,1,1,1,1,5332.13,35573.2,10712.2,1,1,1,1,0,0.160158,-1,0
6067,60,1,67,2,878.061,1,1,0,0,1,1,1,1,5293.96,35574,10755.2,1,1,1,1,0,0.168736,-1,0
6070,60,1,70,2,791.927,1,1,0,0,1,1,1,1,8627.35,37626.3,11401.7,1,1,1,1,0,0.177675,-1,0
6073,60,1,73,2,834.215,1,1,0,0,1,1,1,1,8592.24,37629,11407.2,1,1,1,1,0,0.173114,-1,0
6079,60,1,79,3,1270.25,1,1,0,0,1,1,1,1,6691.26,36261.9,11005.7,1,1,1,1,0,0.14029,-1,0
6080,60,1,80,2,887.95,1,1,0,0,1,1,1,1,7604.49,34418.9,10279.9,1,1,1,1,0,0.167794,-1,0
6080,60,1,80,2,1179.16,1,1,0,0,1,1,1,1,6700.82,36256.2,10934.5,1,1,1,1,0,0.145607,-1,0
6084,60,1,84,2,1267.34,1,1,0,0,1,1,1,1,4460.47,38756.1,11410.6,1,1,1,1,0,0.14045,-1,0
6087,60,1,87,2,895.28,1,1,0,0,1,1,1,1,4871.17,35584.9,10859.2,1,1,1,1,0,0.167105,-1,0
6089,60,1,89,2,812.409,1,1,0,0,1,1,1,1,8905,36169.3,10939.7,1,1,1,1,0,0.175421,-1,0
6090,60,1,90,2,893.839,1,1,0,0,1,1,1,1,8908.75,36175.7,10916.3,1,1,1,1,0,0.16724,-1,0
6091,60,1,91,2,921.243,1,1,0,0,1,1,1,1,8902.91,36177.1,10843.9,1,1,1,1,0,0.164734,-1,0
6091,60,1,91,2,1163.54,1,1,0,0,1,1,1,1,7925.43,38335.8,11557.3,1,1,1,1,0,0.146582,-1,0
6101,61,1,1,2,1286.73,1,1,0,0,1,1,1,1,6846.13,34692.3,10360.8,1,1,1,1,0,0.139389,-1,0
6102,61,1,2,2,1144.44,1,1,0,0,1,1,1,1,6845.34,34703.3,10383.8,1,1,1,1,0,0.1478,-1,0
6102,61,1,2,2,1225.85,1,1,0,0,1,1,1,1,6055.7,34643.4,10556.6,1,1,1,1,0,0.142808,-1,0
6103,61,1,3,2,1063.91,1,1,0,0,1,1,1,1,6841.53,34702.2,10347.7,1,1,1,1,0,0.153292,-1,0
6104,61,1,4,2,827.11,1,1,0,0,1,1,1,1,8563.76,35814,10469.6,1,1,1,1,0,0.173855,-1,0
6104,61,1,4,2,1326.78,1,1,0,0,1,1,1,1,6858.67,34699.3,10345.6,1,1,1,1,0,0.137269,-1,0
6104,61,1,4,2,989.924,1,1,0,0,1,1,1,1,7479.39,39816.2,11202,1,1,1,1,0,0.158917,-1,0
6105,61,1,5,2,1103.95,1,1,0,0,1,1,1,1,8552.09,35814.4,10445.8,1,1,1,1,0,0.150486,-1,0
6105,61,1,5,2,1198.09,1,1,0,0,1,1,1,1,6838.15,34703.2,10392.3,1,1,1,1,0,0.144452,-1,0
6106,61,1,6,2,1026.97,1,1,0,0,1,1,1,1,8539.37,35799.4,10483.7,1,1,1,1,0,0.156024,-1,0
6106,61,1,6,2,1259.81,1,1,0,0,1,1,1,1,6833.13,34696.5,10428,1,1,1,1,0,0.140869,-1,0
6107,61,1,7,2,790.102,1,1,0,0,1,1,1,1,8556.76,35791,10434.3,1,1,1,1,0,0.177881,-1,0
6107,61,1,7,2,1093.18,1,1,0,0,1,1,1,1,6815.95,34696.1,10376.2,1,1,1,1,0,0.151225,-1,0
6107,61,1,7,2,844.01,1,1,0,0,1,1,1,1,6604.89,37123.7,11240.2,1,1,1,1,0,0.172106,-1,0
6109,61,1,9,2,580.08,1,1,0,0,1,1,1,1,8536.61,35813.6,10488,1,1,1,1,0,0.207599,-1,0
6110,61,1,10,2,650.486,1,1,0,0,1,1,1,1,8559.71,35805.4,10426.5,1,1,1,1,0,0.196043,-1,0
6110,61,1,10,2,716.463,1,1,0,0,1,1,1,1,4170.47,37081.1,11007,1,1,1,1,0,0.186798,-1,0
6110,61,1,10,2,1118.12,1,1,0,0,1,1,1,1,3985.22,38971.7,11590,1,1,1,1,0,0.149529,-1,0
6111,61,1,11,2,685.765,1,1,0,0,1,1,1,1,7364.94,42788,12273,1,1,1,1,0,0.190934,-1,0
6111,61,1,11,2,597.715,1,1,0,0,1,1,1,1,4190.52,37082,11026.9,1,1,1,1,0,0.204514,-1,0
6111,61,1,11,2,992.257,1,1,0,0,1,1,1,1,4006.61,38975.1,11646.1,1,1,1,1,0,0.15873,-1,0
6112,61,1,12,2,1390.64,1,1,0,0,1,1,1,1,3984.48,38955.9,11545.5,1,1,1,1,0,0.13408,-1,0
6113,61,1,13,2,1053.31,1,1,0,0,1,1,1,1,4013.46,38984.1,11604.5,1,1,1,1,0,0.154061,-1,0
6114,61,1,14,2,898.391,1,1,0,0,1,1,1,1,6906.87,36370.2,10635.9,1,1,1,1,0,0.166816,-1,0
6116,61,1,16,2,1141.86,1,1,0,0,1,1,1,1,8003.15,35975.5,10783.4,1,1,1,1,0,0.147967,-1,0
6116,61,1,16,3,1255.89,1,1,0,0,1,1,1,1,6732.97,40049.9,11763.5,1,1,1,1,0,0.141089,-1,0
6117,61,1,17,2,994.723,1,1,0,0,1,1,1,1,8603.53,35924.5,10345.1,1,1,1,1,0,0.158533,-1,0
6117,61,1,17,2,876.783,1,1,0,0,1,1,1,1,3915.42,40117.9,11756.1,1,1,1,1,0,0.168859,-1,0
6124,61,1,24,2,1055.19,1,1,0,0,1,1,1,1,8013.59,35981.6,10794.7,1,1,1,1,0,0.153923,-1,0
6125,61,1,25,2,950.412,1,1,0,0,1,1,1,1,8003.21,35974.4,10788.4,1,1,1,1,0,0.162186,-1,0
6126,61,1,26,2,550.633,1,1,0,0,1,1,1,1,7353.24,41923.1,12096,1,1,1,1,0,0.213078,-1,0
6127,61,1,27,2,914.526,1,1,0,0,1,1,1,1,3588.25,39643.7,11357.8,1,1,1,1,0,0.165338,-1,0
6128,61,1,28,2,896.776,1,1,0,0,1,1,1,1,3584.47,39637.4,11438.1,1,1,1,1,0,0.166966,-1,0
6129,61,1,29,2,886.191,1,1,0,0,1,1,1,1,3596.38,39630.3,11412.3,1,1,1,1,0,0.16796,-1,0
6130,61,1,30,2,838.633,1,1,0,0,1,1,1,1,8005.64,39743.5,11813.3,1,1,1,1,0,0.172657,-1,0
6131,61,1,31,2,909.339,1,1,0,0,1,1,1,1,7991.35,39732.9,11848.6,1,1,1,1,0,0.165809,-1,0
6132,61,1,32,2,802.554,1,1,0,0,1,1,1,1,7977.16,39737.2,11792.9,1,1,1,1,0,0.176495,-1,0
6139,61,1,39,2,1518.19,1,1,0,0,1,1,1,1,7525.03,35432.1,10584.9,1,1,1,1,0,0.128324,-1,0
6140,61,1,40,2,1515.76,1,1,0,0,1,1,1,1,7510.64,35426.8,10594,1,1,1,1,0,0.128427,-1,0
6141,61,1,41,2,1628.41,1,1,0,0,1,1,1,1,7513.82,35418.6,10629.6,1,1,1,1,0,0.123905,-1,0
6142,61,1,42,2,929.807,1,1,0,0,1,1,1,1,7360.14,37992.9,11542.6,1,1,1,1,0,0.163973,-1,0
6143,61,1,43,2,835.438,1,1,0,0,1,1,1,1,4367.75,36921,10996.8,1,1,1,1,0,0.172987,-1,0
6144,61,1,44,2,867.953,1,1,0,0,1,1,1,1,4385.27,36922.5,11035.1,1,1,1,1,0,0.169716,-1,0
6145,61,1,45,2,857.069,1,1,0,0,1,1,1,1,4407.79,36918.3,11026,1,1,1,1,0,0.17079,-1,0
6148,61,1,48,3,1312.78,1,1,0,0,1,1,1,1,8405.17,36284.6,10533.7,1,1,1,1,0,0.137999,-1,0
6154,61,1,54,2,696.176,1,1,0,0,1,1,1,1,10609,39652.3,11533.7,1,1,1,1,0,0.189501,-1,0
6154,61,1,54,2,1154.76,1,1,0,0,1,1,1,1,5726.77,35905.4,10784.8,1,1,1,1,0,0.147138,-1,0
6155,61,1,55,2,679.648,1,1,0,0,1,1,1,1,10603.5,39685.5,11504.8,1,1,1,1,0,0.191791,-1,0
